subject,body,label
Congratulations! You've Won $1000 gift card,"Dear User, Your account information needs updating due to unauthorized access. Visit [malicious-link.org] to avoid service interruption. Regards, Account Services",1
Claim Your exclusive offer Today,"Hello, Your invoice #8718 is overdue. Pay now at [malicious-link.org] to avoid service interruption. Contact support@fakebank.com for help. Thanks, Rewards Team",1
Product Update: improved security,"Dear User, Your appointment is scheduled for June 7, 2025. View details at company.com/events. Contact help@platform.com to reschedule. Best, Store Team",0
Store Newsletter: June Updates,"Hello, We’ve released updated dashboard for your account. Learn more at platform.com/setup. Let us know your feedback at events@company.com. Thanks, Onboarding Team",0
Action Required: account unlock,"Hello, Your account account requires password reset. Click [fake-portal.com] to secure. Contact support@fakebank.com if you need assistance. Thank you, Account Services",1
Verify Your account Account,"Hi, You’ve won exclusive offer! Click [fake-portal.com] to claim it now. Hurry, offer expires 3 days! Best, Account Services",1
Urgent: unlock Your Account Now,"Hello, Your invoice #3272 is overdue. Pay now at [fake-portal.com] to avoid account suspension. Contact billing@scamsite.com for help. Thanks, Billing Department",1
Order Confirmation #657850,"Hi, Welcome to Community! Get started at company.com/events. Reach out to help@platform.com with questions. Thanks, Store Team",0
Order Confirmation #859402,"Hello, We’ve released updated dashboard for your account. Learn more at store.com/tracking. Let us know your feedback at help@platform.com. Thanks, Onboarding Team",0
Verify Your bank Account,"Hi, You’ve won exclusive offer! Click [scam-site.net] to claim it now. Hurry, offer expires 48 hours! Best, Security Team",1
Welcome to App!,"Hi, Welcome to Our Platform! Get started at company.com/events. Reach out to support@store.com with questions. Thanks, Onboarding Team",0
Invoice # 5557 Overdue,"Dear User, Your payment details needs updating due to unusual sign-in. Visit [suspicious-link.com] to avoid additional fees. Regards, Account Services",1
Welcome to Our Platform!,"Dear Customer, Thank you for your order #809806. Your package will arrive by June 10, 2025. Track your order at store.com/tracking. Contact events@company.com for assistance. Best, Store Team",0
Security Alert: unusual sign-in Detected,"Hello, Your email account requires payment update. Click [scam-site.net] to verify. Contact billing@scamsite.com if you need assistance. Thank you, Rewards Team",1
Invoice # 8718 Overdue,"Hi, You’ve won free trial! Click [suspicious-link.com] to claim it now. Hurry, offer expires 3 days! Best, Security Team",1
Shipping Update for Order #337402,"Hello, We’ve released updated dashboard for your account. Learn more at store.com/tracking. Let us know your feedback at support@store.com. Thanks, Onboarding Team",0
App Newsletter: July Updates,"Dear John, Thank you for your order #658602. Your package will arrive by June 5, 2025. Track your order at company.com/events. Contact support@store.com for assistance. Best, Onboarding Team",0
Congratulations! You've Won free trial,"Hello, Your account account requires account unlock. Click [malicious-link.org] to secure. Contact billing@scamsite.com if you need assistance. Thank you, Rewards Team",1
Congratulations! You've Won exclusive offer,"Hello, Your invoice #5557 is overdue. Pay now at [malicious-link.org] to avoid additional fees. Contact billing@scamsite.com for help. Thanks, Rewards Team",1
Urgent: renew Your Account Now,"Hello, Your bank account requires immediate verification. Click [fake-portal.com] to unlock. Contact help@fakecompany.com if you need assistance. Thank you, Billing Department",1
Claim Your premium membership Today,"Hello, Your account account requires account unlock. Click [malicious-link.org] to secure. Contact help@fakecompany.com if you need assistance. Thank you, Account Services",1
Congratulations! You've Won free trial,"Hello, Your invoice #9505 is overdue. Pay now at [malicious-link.org] to avoid account deletion. Contact help@fakecompany.com for help. Thanks, Security Team",1
Update Your payment details Immediately,"Dear User, Your password needs updating due to unauthorized access. Visit [malicious-link.org] to avoid account deletion. Regards, Billing Department",1
Your annual event Confirmation,"Hello, We’ve released improved security for your account. Learn more at platform.com/setup. Let us know your feedback at help@platform.com. Thanks, Onboarding Team",0
Welcome to App!,"Hello, Our June newsletter is here! Join us for annual event. Visit company.com/events for details. Unsubscribe at company.com/unsubscribe. Regards, Onboarding Team",0
Welcome to App!,"Dear John, Your annual event is scheduled for June 10, 2025. View details at platform.com/setup. Contact support@store.com to reschedule. Best, Community Team",0
App Newsletter: June Updates,"Hello, Our June newsletter is here! Join us for webinar. Visit platform.com/setup for details. Unsubscribe at company.com/unsubscribe. Regards, Onboarding Team",0
Your webinar Confirmation,"Dear Customer, Your appointment is scheduled for June 7, 2025. View details at store.com/tracking. Contact help@platform.com to reschedule. Best, Customer Care",0
Password Changed Successfully,"Hello, We’ve released improved security for your account. Learn more at platform.com/setup. Let us know your feedback at events@company.com. Thanks, Customer Care",0
Action Required: account unlock,"Hello, Your invoice #9915 is overdue. Pay now at [malicious-link.org] to avoid service interruption. Contact support@fakebank.com for help. Thanks, Billing Department",1
Congratulations! You've Won $1000 gift card,"Hello, Your invoice #7628 is overdue. Pay now at [scam-site.net] to avoid additional fees. Contact support@fakebank.com for help. Thanks, Account Services",1
Invoice # 3272 Overdue,"Hi, You’ve won free trial! Click [malicious-link.org] to claim it now. Hurry, offer expires 48 hours! Best, Rewards Team",1
Action Required: account unlock,"Hello, Your invoice #9915 is overdue. Pay now at [scam-site.net] to avoid account suspension. Contact billing@scamsite.com for help. Thanks, Account Services",1
Congratulations! You've Won $1000 gift card,"Hello, Your invoice #9915 is overdue. Pay now at [fake-portal.com] to avoid account suspension. Contact support@fakebank.com for help. Thanks, Security Team",1
Password Changed Successfully,"Dear Customer, Thank you for your order #657850. Your package will arrive by June 7, 2025. Track your order at company.com/events. Contact support@store.com for assistance. Best, Customer Care",0
Your webinar Confirmation,"Hello, We’ve released updated dashboard for your account. Learn more at store.com/tracking. Let us know your feedback at events@company.com. Thanks, Onboarding Team",0
App Newsletter: July Updates,"Dear John, Your annual event is scheduled for June 5, 2025. View details at platform.com/setup. Contact help@platform.com to reschedule. Best, Store Team",0
Your bank Account Needs Attention,"Hi, You’ve won free trial! Click [fake-portal.com] to claim it now. Hurry, offer expires 48 hours! Best, Account Services",1
Congratulations! You've Won premium membership,"Dear User, We detected unauthorized access on your account. Please unlock at [suspicious-link.com] to secure your account. Failure to act within 48 hours may result in service interruption. Regards, Security Team",1
Action Required: account unlock,"Dear User, Your payment details needs updating due to suspicious activity. Visit [fake-portal.com] to avoid account deletion. Regards, Rewards Team",1
appointment Invitation,"Hi, Welcome to Store! Get started at company.com/events. Reach out to support@store.com with questions. Thanks, Community Team",0
Product Update: improved security,"Dear Customer, Your annual event is scheduled for June 10, 2025. View details at platform.com/setup. Contact events@company.com to reschedule. Best, Customer Care",0
Security Alert: suspicious activity Detected,"Hello, Your invoice #7020 is overdue. Pay now at [malicious-link.org] to avoid account suspension. Contact support@fakebank.com for help. Thanks, Account Services",1
Invoice # 6670 Overdue,"Hi, You’ve won premium membership! Click [fake-portal.com] to claim it now. Hurry, offer expires 48 hours! Best, Billing Department",1
Verify Your account Account,"Hi, You’ve won exclusive offer! Click [fake-portal.com] to claim it now. Hurry, offer expires 3 days! Best, Rewards Team",1
Your Our Platform Renewal,"Hi, Welcome to Store! Get started at store.com/tracking. Reach out to events@company.com with questions. Thanks, Onboarding Team",0
Your App Renewal,"Hello, Our July newsletter is here! Join us for annual event. Visit platform.com/setup for details. Unsubscribe at company.com/unsubscribe. Regards, Onboarding Team",0
Product Update: updated dashboard,"Hi, Welcome to App! Get started at store.com/tracking. Reach out to support@store.com with questions. Thanks, Customer Care",0
Invoice # 7020 Overdue,"Hi, You’ve won $1000 gift card! Click [fake-portal.com] to claim it now. Hurry, offer expires 48 hours! Best, Rewards Team",1
Invoice # 9915 Overdue,"Hello, Your invoice #3272 is overdue. Pay now at [scam-site.net] to avoid account deletion. Contact help@fakecompany.com for help. Thanks, Account Services",1
Your Store Renewal,"Hello, We’ve released new features for your account. Learn more at platform.com/setup. Let us know your feedback at events@company.com. Thanks, Store Team",0
Invoice # 3272 Overdue,"Hello, Your invoice #6670 is overdue. Pay now at [fake-portal.com] to avoid additional fees. Contact help@fakecompany.com for help. Thanks, Billing Department",1
Your appointment Confirmation,"Dear John, Thank you for your order #337402. Your package will arrive by June 10, 2025. Track your order at store.com/tracking. Contact events@company.com for assistance. Best, Customer Care",0
Shipping Update for Order #897911,"Hi, Welcome to Community! Get started at company.com/events. Reach out to help@platform.com with questions. Thanks, Customer Care",0
Shipping Update for Order #974333,"Hello, We’ve released improved security for your account. Learn more at store.com/tracking. Let us know your feedback at events@company.com. Thanks, Community Team",0
Welcome to App!,"Hello, Our August newsletter is here! Join us for webinar. Visit store.com/tracking for details. Unsubscribe at company.com/unsubscribe. Regards, Customer Care",0
Thank You for Your registration,"Hello, We’ve released improved security for your account. Learn more at platform.com/setup. Let us know your feedback at help@platform.com. Thanks, Store Team",0
Update Your password Immediately,"Hello, Your bank account requires payment update. Click [malicious-link.org] to renew. Contact help@fakecompany.com if you need assistance. Thank you, Account Services",1
Update Your password Immediately,"Hello, Your invoice #9915 is overdue. Pay now at [fake-portal.com] to avoid additional fees. Contact help@fakecompany.com for help. Thanks, Security Team",1
Welcome to Our Platform!,"Hello, We’ve released updated dashboard for your account. Learn more at store.com/tracking. Let us know your feedback at support@store.com. Thanks, Onboarding Team",0
Your Account Has Been locked,"Dear User, Your payment details needs updating due to security breach. Visit [scam-site.net] to avoid additional fees. Regards, Security Team",1
Welcome to App!,"Hello, Our July newsletter is here! Join us for annual event. Visit store.com/tracking for details. Unsubscribe at company.com/unsubscribe. Regards, Community Team",0
Action Required: password reset,"Hello, Your invoice #9505 is overdue. Pay now at [scam-site.net] to avoid additional fees. Contact support@fakebank.com for help. Thanks, Account Services",1
Order Confirmation #750600,"Dear John, Your appointment is scheduled for June 10, 2025. View details at platform.com/setup. Contact help@platform.com to reschedule. Best, Store Team",0
Thank You for Your feedback,"Dear John, Thank you for your order #337402. Your package will arrive by June 10, 2025. Track your order at platform.com/setup. Contact support@store.com for assistance. Best, Customer Care",0
Urgent: renew Your Account Now,"Dear User, We detected unusual sign-in on your account. Please reset at [suspicious-link.com] to secure your account. Failure to act within 24 hours may result in additional fees. Regards, Security Team",1
Store Newsletter: August Updates,"Hi, Welcome to Our Platform! Get started at platform.com/setup. Reach out to events@company.com with questions. Thanks, Customer Care",0
Claim Your $1000 gift card Today,"Hi, You’ve won $1000 gift card! Click [scam-site.net] to claim it now. Hurry, offer expires 48 hours! Best, Security Team",1
Your Community Renewal,"Hello, Our July newsletter is here! Join us for appointment. Visit company.com/events for details. Unsubscribe at company.com/unsubscribe. Regards, Customer Care",0
Claim Your premium membership Today,"Hello, Your bank account requires payment update. Click [scam-site.net] to secure. Contact help@fakecompany.com if you need assistance. Thank you, Rewards Team",1
Shipping Update for Order #337402,"Hi, Welcome to Community! Get started at company.com/events. Reach out to help@platform.com with questions. Thanks, Onboarding Team",0
Your Account Has Been suspended,"Hello, Your email account requires account unlock. Click [scam-site.net] to renew. Contact support@fakebank.com if you need assistance. Thank you, Billing Department",1
Your Store Renewal,"Dear Customer, Your appointment is scheduled for June 10, 2025. View details at store.com/tracking. Contact support@store.com to reschedule. Best, Store Team",0
webinar Invitation,"Dear John, Thank you for your order #542236. Your package will arrive by June 5, 2025. Track your order at company.com/events. Contact help@platform.com for assistance. Best, Customer Care",0
appointment Invitation,"Hello, We’ve released new features for your account. Learn more at store.com/tracking. Let us know your feedback at support@store.com. Thanks, Store Team",0
Security Alert: security breach Detected,"Hello, Your bank account requires payment update. Click [scam-site.net] to update. Contact billing@scamsite.com if you need assistance. Thank you, Billing Department",1
Action Required: password reset,"Hello, Your subscription account requires account unlock. Click [malicious-link.org] to verify. Contact billing@scamsite.com if you need assistance. Thank you, Security Team",1
Congratulations! You've Won premium membership,"Hello, Your bank account requires payment update. Click [fake-portal.com] to unlock. Contact help@fakecompany.com if you need assistance. Thank you, Account Services",1
Your Account Has Been suspended,"Hello, Your subscription account requires immediate verification. Click [fake-portal.com] to update. Contact help@fakecompany.com if you need assistance. Thank you, Rewards Team",1
Welcome to Store!,"Hi, Welcome to Community! Get started at store.com/tracking. Reach out to events@company.com with questions. Thanks, Community Team",0
Shipping Update for Order #859402,"Hello, Our June newsletter is here! Join us for annual event. Visit company.com/events for details. Unsubscribe at company.com/unsubscribe. Regards, Onboarding Team",0
Verify Your subscription Account,"Hi, You’ve won premium membership! Click [fake-portal.com] to claim it now. Hurry, offer expires 24 hours! Best, Account Services",1
Congratulations! You've Won free trial,"Hi, You’ve won premium membership! Click [scam-site.net] to claim it now. Hurry, offer expires 24 hours! Best, Security Team",1
Your Account Has Been compromised,"Dear User, Your account information needs updating due to suspicious activity. Visit [fake-portal.com] to avoid additional fees. Regards, Rewards Team",1
Your Our Platform Renewal,"Hello, We’ve released improved security for your account. Learn more at company.com/events. Let us know your feedback at support@store.com. Thanks, Customer Care",0
Invoice # 4528 Overdue,"Hi, You’ve won premium membership! Click [fake-portal.com] to claim it now. Hurry, offer expires 48 hours! Best, Account Services",1
Invoice # 9119 Overdue,"Hello, Your invoice #4528 is overdue. Pay now at [malicious-link.org] to avoid additional fees. Contact help@fakecompany.com for help. Thanks, Billing Department",1
Welcome to App!,"Hi, Welcome to Community! Get started at platform.com/setup. Reach out to events@company.com with questions. Thanks, Customer Care",0
Urgent: unlock Your Account Now,"Hi, You’ve won exclusive offer! Click [suspicious-link.com] to claim it now. Hurry, offer expires 3 days! Best, Account Services",1
Urgent: update Your Account Now,"Hi, You’ve won premium membership! Click [malicious-link.org] to claim it now. Hurry, offer expires 24 hours! Best, Security Team",1
annual event Invitation,"Hello, Our June newsletter is here! Join us for webinar. Visit company.com/events for details. Unsubscribe at company.com/unsubscribe. Regards, Customer Care",0
Update Your password Immediately,"Hello, Your invoice #9915 is overdue. Pay now at [malicious-link.org] to avoid additional fees. Contact help@fakecompany.com for help. Thanks, Billing Department",1
Urgent: secure Your Account Now,"Hello, Your invoice #6670 is overdue. Pay now at [scam-site.net] to avoid account suspension. Contact help@fakecompany.com for help. Thanks, Security Team",1
Your Community Renewal,"Dear Customer, Thank you for your order #657850. Your package will arrive by June 7, 2025. Track your order at company.com/events. Contact support@store.com for assistance. Best, Store Team",0
Invoice # 4528 Overdue,"Hello, Your bank account requires payment update. Click [malicious-link.org] to unlock. Contact support@fakebank.com if you need assistance. Thank you, Rewards Team",1
Update Your password Immediately,"Dear Customer, We detected unusual sign-in on your account. Please unlock at [scam-site.net] to secure your account. Failure to act within 24 hours may result in additional fees. Regards, Billing Department",1
Order Confirmation #974333,"Hi, Welcome to App! Get started at store.com/tracking. Reach out to support@store.com with questions. Thanks, Community Team",0
Shipping Update for Order #337402,"Dear User, Your annual event is scheduled for June 7, 2025. View details at company.com/events. Contact support@store.com to reschedule. Best, Store Team",0
Welcome to App!,"Hello, Our June newsletter is here! Join us for annual event. Visit company.com/events for details. Unsubscribe at company.com/unsubscribe. Regards, Community Team",0
Invoice # 4528 Overdue,"Hello, Your invoice #6670 is overdue. Pay now at [suspicious-link.com] to avoid service interruption. Contact help@fakecompany.com for help. Thanks, Security Team",1
Product Update: new features,"Hi, Welcome to Community! Get started at platform.com/setup. Reach out to events@company.com with questions. Thanks, Customer Care",0
Password Changed Successfully,"Hi, Welcome to App! Get started at platform.com/setup. Reach out to support@store.com with questions. Thanks, Community Team",0
Your appointment Confirmation,"Dear Customer, Your annual event is scheduled for June 5, 2025. View details at company.com/events. Contact help@platform.com to reschedule. Best, Community Team",0
Urgent: unlock Your Account Now,"Hi, You’ve won $1000 gift card! Click [scam-site.net] to claim it now. Hurry, offer expires 24 hours! Best, Billing Department",1
Update Your account information Immediately,"Hello, Your subscription account requires immediate verification. Click [suspicious-link.com] to reset. Contact support@fakebank.com if you need assistance. Thank you, Billing Department",1
Product Update: improved security,"Dear John, Your annual event is scheduled for June 5, 2025. View details at store.com/tracking. Contact help@platform.com to reschedule. Best, Store Team",0
Urgent: unlock Your Account Now,"Hi, You’ve won premium membership! Click [suspicious-link.com] to claim it now. Hurry, offer expires 3 days! Best, Billing Department",1
Invoice # 5557 Overdue,"Hello, Your invoice #5557 is overdue. Pay now at [malicious-link.org] to avoid account suspension. Contact help@fakecompany.com for help. Thanks, Account Services",1
Congratulations! You've Won premium membership,"Hi, You’ve won premium membership! Click [scam-site.net] to claim it now. Hurry, offer expires 24 hours! Best, Security Team",1
Your Store Renewal,"Hello, Our August newsletter is here! Join us for webinar. Visit platform.com/setup for details. Unsubscribe at company.com/unsubscribe. Regards, Community Team",0
Password Changed Successfully,"Hi, Welcome to Our Platform! Get started at company.com/events. Reach out to help@platform.com with questions. Thanks, Onboarding Team",0
Urgent: renew Your Account Now,"Hello, Your account account requires password reset. Click [malicious-link.org] to reset. Contact help@fakecompany.com if you need assistance. Thank you, Billing Department",1
Invoice # 6670 Overdue,"Dear User, Your password needs updating due to unauthorized access. Visit [fake-portal.com] to avoid additional fees. Regards, Security Team",1
Urgent: secure Your Account Now,"Hello, Your invoice #9119 is overdue. Pay now at [fake-portal.com] to avoid service interruption. Contact billing@scamsite.com for help. Thanks, Security Team",1
Congratulations! You've Won $1000 gift card,"Hello, Your bank account requires payment update. Click [suspicious-link.com] to reset. Contact support@fakebank.com if you need assistance. Thank you, Security Team",1
Order Confirmation #206495,"Hello, Our August newsletter is here! Join us for annual event. Visit company.com/events for details. Unsubscribe at company.com/unsubscribe. Regards, Store Team",0
Your subscription Account Needs Attention,"Dear User, We detected unusual sign-in on your account. Please reset at [suspicious-link.com] to secure your account. Failure to act within 48 hours may result in service interruption. Regards, Account Services",1
Your Store Renewal,"Hello, Our August newsletter is here! Join us for webinar. Visit company.com/events for details. Unsubscribe at company.com/unsubscribe. Regards, Store Team",0
Shipping Update for Order #658602,"Hi, Welcome to App! Get started at company.com/events. Reach out to support@store.com with questions. Thanks, Onboarding Team",0
Update Your account information Immediately,"Dear Client, We detected security breach on your account. Please secure at [fake-portal.com] to secure your account. Failure to act within 48 hours may result in account suspension. Regards, Account Services",1
App Newsletter: July Updates,"Hello, We’ve released updated dashboard for your account. Learn more at store.com/tracking. Let us know your feedback at help@platform.com. Thanks, Customer Care",0
annual event Invitation,"Hi, Welcome to Community! Get started at platform.com/setup. Reach out to support@store.com with questions. Thanks, Onboarding Team",0
Action Required: password reset,"Hello, Your invoice #5557 is overdue. Pay now at [suspicious-link.com] to avoid service interruption. Contact billing@scamsite.com for help. Thanks, Account Services",1
Your Account Has Been suspended,"Hello, Your email account requires account unlock. Click [fake-portal.com] to secure. Contact help@fakecompany.com if you need assistance. Thank you, Rewards Team",1
Welcome to Our Platform!,"Dear Customer, Your appointment is scheduled for June 7, 2025. View details at store.com/tracking. Contact events@company.com to reschedule. Best, Community Team",0
Claim Your exclusive offer Today,"Hi, You’ve won exclusive offer! Click [suspicious-link.com] to claim it now. Hurry, offer expires 24 hours! Best, Security Team",1
Congratulations! You've Won premium membership,"Hello, Your invoice #9915 is overdue. Pay now at [fake-portal.com] to avoid service interruption. Contact billing@scamsite.com for help. Thanks, Rewards Team",1
Your Account Has Been suspended,"Hello, Your subscription account requires immediate verification. Click [fake-portal.com] to update. Contact help@fakecompany.com if you need assistance. Thank you, Security Team",1
Welcome to App!,"Dear User, Thank you for your order #897911. Your package will arrive by June 7, 2025. Track your order at company.com/events. Contact help@platform.com for assistance. Best, Onboarding Team",0
Store Newsletter: August Updates,"Dear John, Your appointment is scheduled for June 5, 2025. View details at platform.com/setup. Contact support@store.com to reschedule. Best, Onboarding Team",0
Password Changed Successfully,"Dear Customer, Thank you for your order #897911. Your package will arrive by June 5, 2025. Track your order at platform.com/setup. Contact events@company.com for assistance. Best, Store Team",0
Claim Your exclusive offer Today,"Hello, Your invoice #3272 is overdue. Pay now at [malicious-link.org] to avoid additional fees. Contact help@fakecompany.com for help. Thanks, Billing Department",1
Product Update: improved security,"Dear Customer, Thank you for your order #859402. Your package will arrive by June 7, 2025. Track your order at platform.com/setup. Contact support@store.com for assistance. Best, Store Team",0
Your Account Has Been locked,"Hello, Your bank account requires immediate verification. Click [malicious-link.org] to reset. Contact billing@scamsite.com if you need assistance. Thank you, Billing Department",1
Urgent: renew Your Account Now,"Dear User, Your password needs updating due to suspicious activity. Visit [fake-portal.com] to avoid additional fees. Regards, Security Team",1
annual event Invitation,"Dear User, Your appointment is scheduled for June 5, 2025. View details at store.com/tracking. Contact support@store.com to reschedule. Best, Customer Care",0
annual event Invitation,"Hi, Welcome to Our Platform! Get started at store.com/tracking. Reach out to help@platform.com with questions. Thanks, Onboarding Team",0
Thank You for Your purchase,"Dear John, Your webinar is scheduled for June 5, 2025. View details at platform.com/setup. Contact support@store.com to reschedule. Best, Onboarding Team",0
Welcome to App!,"Hello, We’ve released new features for your account. Learn more at company.com/events. Let us know your feedback at support@store.com. Thanks, Store Team",0
Your Store Renewal,"Hi, Welcome to Our Platform! Get started at company.com/events. Reach out to help@platform.com with questions. Thanks, Onboarding Team",0
Your subscription Account Needs Attention,"Hi, You’ve won free trial! Click [malicious-link.org] to claim it now. Hurry, offer expires 48 hours! Best, Rewards Team",1
Update Your account information Immediately,"Hello, Your invoice #9505 is overdue. Pay now at [fake-portal.com] to avoid additional fees. Contact billing@scamsite.com for help. Thanks, Security Team",1
Action Required: payment update,"Hi, You’ve won exclusive offer! Click [fake-portal.com] to claim it now. Hurry, offer expires 3 days! Best, Account Services",1
Order Confirmation #206495,"Dear User, Thank you for your order #897911. Your package will arrive by June 5, 2025. Track your order at company.com/events. Contact events@company.com for assistance. Best, Community Team",0
Shipping Update for Order #897911,"Dear John, Your appointment is scheduled for June 7, 2025. View details at store.com/tracking. Contact help@platform.com to reschedule. Best, Community Team",0
Thank You for Your purchase,"Dear User, Thank you for your order #658602. Your package will arrive by June 5, 2025. Track your order at platform.com/setup. Contact help@platform.com for assistance. Best, Community Team",0
Product Update: improved security,"Hello, We’ve released improved security for your account. Learn more at company.com/events. Let us know your feedback at events@company.com. Thanks, Store Team",0
Your Account Has Been suspended,"Dear Customer, We detected security breach on your account. Please verify at [scam-site.net] to secure your account. Failure to act within 48 hours may result in additional fees. Regards, Billing Department",1
Action Required: payment update,"Dear User, Your account information needs updating due to suspicious activity. Visit [malicious-link.org] to avoid additional fees. Regards, Security Team",1
Action Required: payment update,"Dear Client, We detected security breach on your account. Please update at [fake-portal.com] to secure your account. Failure to act within 3 days may result in additional fees. Regards, Rewards Team",1
Update Your payment details Immediately,"Hi, You’ve won free trial! Click [malicious-link.org] to claim it now. Hurry, offer expires 24 hours! Best, Security Team",1
Invoice # 7020 Overdue,"Dear Client, We detected unusual sign-in on your account. Please renew at [scam-site.net] to secure your account. Failure to act within 24 hours may result in additional fees. Regards, Rewards Team",1
App Newsletter: August Updates,"Hello, Our August newsletter is here! Join us for annual event. Visit platform.com/setup for details. Unsubscribe at company.com/unsubscribe. Regards, Store Team",0
Welcome to Our Platform!,"Hello, Our July newsletter is here! Join us for webinar. Visit platform.com/setup for details. Unsubscribe at company.com/unsubscribe. Regards, Community Team",0
Action Required: password reset,"Dear User, Your password needs updating due to suspicious activity. Visit [malicious-link.org] to avoid service interruption. Regards, Billing Department",1
Product Update: updated dashboard,"Dear User, Your annual event is scheduled for June 7, 2025. View details at store.com/tracking. Contact support@store.com to reschedule. Best, Onboarding Team",0
Welcome to Community!,"Hi, Welcome to Our Platform! Get started at company.com/events. Reach out to help@platform.com with questions. Thanks, Onboarding Team",0
Password Changed Successfully,"Dear Customer, Thank you for your order #206495. Your package will arrive by June 5, 2025. Track your order at store.com/tracking. Contact support@store.com for assistance. Best, Community Team",0
Verify Your bank Account,"Dear User, We detected security breach on your account. Please verify at [scam-site.net] to secure your account. Failure to act within 48 hours may result in account deletion. Regards, Account Services",1
Update Your password Immediately,"Dear User, Your payment details needs updating due to suspicious activity. Visit [fake-portal.com] to avoid account suspension. Regards, Security Team",1
Thank You for Your purchase,"Hello, Our July newsletter is here! Join us for annual event. Visit store.com/tracking for details. Unsubscribe at company.com/unsubscribe. Regards, Store Team",0
Welcome to Our Platform!,"Hello, We’ve released improved security for your account. Learn more at platform.com/setup. Let us know your feedback at help@platform.com. Thanks, Customer Care",0
Password Changed Successfully,"Hello, We’ve released new features for your account. Learn more at company.com/events. Let us know your feedback at support@store.com. Thanks, Community Team",0
Action Required: payment update,"Hi, You’ve won exclusive offer! Click [scam-site.net] to claim it now. Hurry, offer expires 48 hours! Best, Account Services",1
Security Alert: suspicious activity Detected,"Dear Client, We detected suspicious activity on your account. Please unlock at [scam-site.net] to secure your account. Failure to act within 48 hours may result in additional fees. Regards, Account Services",1
Invoice # 9915 Overdue,"Hello, Your subscription account requires payment update. Click [malicious-link.org] to verify. Contact help@fakecompany.com if you need assistance. Thank you, Billing Department",1
Your Community Renewal,"Hello, We’ve released improved security for your account. Learn more at company.com/events. Let us know your feedback at events@company.com. Thanks, Store Team",0
Urgent: renew Your Account Now,"Hello, Your invoice #7628 is overdue. Pay now at [fake-portal.com] to avoid account suspension. Contact support@fakebank.com for help. Thanks, Rewards Team",1
Order Confirmation #658602,"Hello, Our July newsletter is here! Join us for webinar. Visit company.com/events for details. Unsubscribe at company.com/unsubscribe. Regards, Store Team",0
Product Update: new features,"Hi, Welcome to Our Platform! Get started at platform.com/setup. Reach out to events@company.com with questions. Thanks, Onboarding Team",0
Invoice # 6670 Overdue,"Hello, Your account account requires account unlock. Click [fake-portal.com] to verify. Contact help@fakecompany.com if you need assistance. Thank you, Billing Department",1
Thank You for Your registration,"Hello, We’ve released updated dashboard for your account. Learn more at platform.com/setup. Let us know your feedback at help@platform.com. Thanks, Customer Care",0
Your Our Platform Renewal,"Hello, We’ve released updated dashboard for your account. Learn more at store.com/tracking. Let us know your feedback at support@store.com. Thanks, Community Team",0
Password Changed Successfully,"Hi, Welcome to Store! Get started at platform.com/setup. Reach out to support@store.com with questions. Thanks, Store Team",0
Your Account Has Been locked,"Dear User, Your payment details needs updating due to unauthorized access. Visit [suspicious-link.com] to avoid additional fees. Regards, Billing Department",1
webinar Invitation,"Dear Customer, Your webinar is scheduled for June 5, 2025. View details at company.com/events. Contact events@company.com to reschedule. Best, Store Team",0
Your webinar Confirmation,"Hello, Our June newsletter is here! Join us for webinar. Visit store.com/tracking for details. Unsubscribe at company.com/unsubscribe. Regards, Store Team",0
Thank You for Your purchase,"Hello, Our August newsletter is here! Join us for webinar. Visit store.com/tracking for details. Unsubscribe at company.com/unsubscribe. Regards, Store Team",0
Update Your password Immediately,"Hi, You’ve won free trial! Click [scam-site.net] to claim it now. Hurry, offer expires 24 hours! Best, Billing Department",1
Your appointment Confirmation,"Hello, Our June newsletter is here! Join us for appointment. Visit platform.com/setup for details. Unsubscribe at company.com/unsubscribe. Regards, Onboarding Team",0
Verify Your bank Account,"Dear User, We detected unauthorized access on your account. Please renew at [suspicious-link.com] to secure your account. Failure to act within 24 hours may result in account suspension. Regards, Rewards Team",1
Your Community Renewal,"Dear Customer, Your webinar is scheduled for June 10, 2025. View details at store.com/tracking. Contact support@store.com to reschedule. Best, Store Team",0
Thank You for Your purchase,"Dear John, Your webinar is scheduled for June 5, 2025. View details at company.com/events. Contact events@company.com to reschedule. Best, Community Team",0
Your Account Has Been compromised,"Dear User, Your account information needs updating due to unusual sign-in. Visit [scam-site.net] to avoid account deletion. Regards, Rewards Team",1
Update Your password Immediately,"Dear User, Your account information needs updating due to unauthorized access. Visit [malicious-link.org] to avoid account suspension. Regards, Security Team",1
Urgent: reset Your Account Now,"Hello, Your invoice #7628 is overdue. Pay now at [suspicious-link.com] to avoid account deletion. Contact billing@scamsite.com for help. Thanks, Rewards Team",1
Update Your account information Immediately,"Hello, Your invoice #9119 is overdue. Pay now at [fake-portal.com] to avoid service interruption. Contact support@fakebank.com for help. Thanks, Security Team",1
Community Newsletter: July Updates,"Dear Customer, Thank you for your order #809806. Your package will arrive by June 5, 2025. Track your order at platform.com/setup. Contact help@platform.com for assistance. Best, Onboarding Team",0
Congratulations! You've Won $1000 gift card,"Hello, Your bank account requires immediate verification. Click [fake-portal.com] to verify. Contact billing@scamsite.com if you need assistance. Thank you, Account Services",1
